"Suburb_Code","Suburb_Name","Total_15_24_yr"
"21959","Northcote",2545
"21960","Northwood (Vic.)",18
"21961","Norval",5
"21962","Notting Hill",841
"21963","Nowa Nowa",19
"21964","Nowhere Creek",0
"21965","Nowie",0
"21966","Nug Nug",4
"21967","Nuggetty",5
"21968","Nulla Vale",0
"21969","Nullawarre",30
"21970","Nullawarre North",16
"21971","Nullawil",6
"21972","Numurkah",502
"21973","Nunawading",1298
"21974","Nungurner",22
"21975","Nunniong",0
"21976","Nurcoung",4
"21977","Nurrabiel",5
"21978","Nurran",0
"21979","Nutfield",15
"21980","Nyah",66
"21981","Nyah West",76
"21982","Nyarrin",0
"21983","Nyerimilang",0
"21984","Nyora (Vic.)",156
"21985","Nyrraby",0
"21986","Oak Park",720
"21987","Oaklands Junction",57
"21988","Oakleigh",1083
"21989","Oakleigh East",1076
"21990","Oakleigh South",1114
"21991","Oakvale",0
"21992","Ocean Grange",0
"21993","Ocean Grove",1299
"21994","Officer",973
"21995","Officer South",13
"21996","Old Tallangatta",0
"21997","Olinda (Vic.)",147
"21998","Ombersley",15
"21999","Omeo",30
"22000","Omeo Valley",0
"22001","Ondit",12
"22002","Orbost",187
"22003","Orford (Vic.)",9
"22004","Ormond",1113
"22005","Orrvale",70
"22006","Osbornes Flat",18
"22007","Outtrim",33
"22008","Ouyen",107
"22009","Ovens",23
"22010","Oxley (Vic.)",56
"22011","Oxley Flats",7
"22012","Ozenkadnook",0
"22013","Paaratte",0
"22014","Painswick",0
"22015","Pakenham",5733
"22016","Pakenham South",26
"22017","Pakenham Upper",154
"22018","Panitya (Vic.)",6
"22019","Panmure",49
"22020","Panton Hill",153
"22021","Paradise (Vic.)",3
"22022","Paradise Beach",5
"22023","Paraparap",15
"22024","Park Orchards",650
"22025","Parkdale",1402
"22026","Parkville (Vic.)",3495
"22027","Parwan",15
"22028","Paschendale",4
"22029","Pascoe Vale",1872
"22030","Pascoe Vale South",1220
"22031","Pastoria",0
"22032","Pastoria East",4
"22033","Patchewollock",12
"22034","Patho",15
"22035","Patterson Lakes",860
"22036","Patyah",13
"22037","Paynesville (Vic.)",235
"22038","Pearcedale",520
"22039","Pearsondale",24
"22040","Peechelba",17
"22041","Peechelba East",5
"22042","Pelluebla",3
"22043","Pennyroyal",3
"22044","Penshurst (Vic.)",48
"22045","Pental Island",17
"22046","Pentland Hills",26
"22047","Percydale",4
"22048","Peronne",3
"22049","Perry Bridge",6
"22050","Peterborough (Vic.)",16
"22051","Petticoat Creek",0
"22052","Pheasant Creek (Vic.)",33
"22053","Piangil",18
"22054","Picola",15
"22055","Picola West",0
"22056","Piedmont",3
"22057","Pier Milan",0
"22058","Pigeon Ponds",3
"22059","Piggoreet",3
"22060","Pimpinio",16
"22061","Pine Grove (Vic.)",9
"22062","Pine Lodge (Vic.)",30
"22063","Pine Mountain (Vic.)",7
"22064","Pine View",0
"22065","Pioneer Bay",32
"22066","Pipers Creek",12
"22067","Pira",0
"22068","Piries",8
"22069","Pirron Yallock",10
"22070","Pitfield",5
"22071","Pittong",0
"22072","Plenty (Vic.)",399
"22073","Plumpton (Vic.)",424
"22074","Point Cook",5170
"22075","Point Leo",16
"22076","Point Lonsdale",172
"22077","Point Wilson",0
"22078","Polisbet",0
"22079","Pomborneit",7
"22080","Pomborneit East",3
"22081","Pomborneit North",8
"22082","Pomonal",15
"22083","Pompapiel",12
"22084","Poolaijelo",3
"22085","Pootilla",10
"22086","Poowong",48
"22087","Poowong East",6
"22088","Poowong North",22
"22089","Porcupine Ridge",8
"22090","Porepunkah",87
"22091","Port Albert",18
"22092","Port Campbell",54
"22093","Port Fairy",218
"22094","Port Franklin",10
"22095","Port Melbourne",1101
"22096","Port Welshpool",8
"22097","Portarlington",261
"22098","Portland (Vic.)",1092
"22099","Portland North",65
"22100","Portland West",83
"22101","Portsea",17
"22102","Pound Creek",6
"22103","Powelltown",24
"22104","Powers Creek",0
"22105","Powlett Plains",0
"22106","Prahran",1514
"22107","Prairie (Vic.)",0
"22108","Pranjip",0
"22109","Preston (Vic.)",3925
"22110","Princes Hill",303
"22111","Princetown",36
"22112","Puckapunyal",357
"22113","Pura Pura",8
"22114","Purdeet",3
"22115","Purnim",30
"22116","Purnim West",6
"22117","Pyalong",79
"22118","Pyramid Hill",48
"22119","Quambatook",20
"22120","Quandong",0
"22121","Quantong",48
"22122","Quarry Hill",322
"22123","Queenscliff (Vic.)",102
"22124","Raglan (Vic.)",14
"22125","Rainbow",58
"22126","Ranceby",3
"22127","Rathscar",0
"22128","Rathscar West",0
"22129","Ravenhall",184
"22130","Ravenswood (Vic.)",49
"22131","Ravenswood South",3
"22132","Rawson",24
"22133","Raymond Island",25
"22134","Raywood",30
"22135","Red Cliffs",599
"22136","Red Hill (Vic.)",75
"22137","Red Hill South",47
"22138","Red Lion",14
"22139","Redan",388
"22140","Redbank (Vic.)",4
"22141","Redcastle",0
"22142","Redesdale",38
"22143","Reedy Creek (Vic.)",12
"22144","Reedy Dam",3
"22145","Reedy Flat",5
"22146","Reedy Lake",3
"22147","Reefton (Vic.)",5
"22148","Research",377
"22149","Reservoir (Vic.)",5564
"22150","Reynard",0
"22151","Rheola",3
"22152","Rhyll",33
"22153","Rhymney",4
"22154","Riachella",0
"22155","Rich Avon",0
"22156","Rich Avon East",0
"22157","Rich Avon West",0
"22158","Richmond (Vic.)",3104
"22159","Richmond Plains",0
"22160","Riddells Creek",468
"22161","Riggs Creek",8
"22162","Ringwood (Vic.)",1898
"22163","Ringwood East",1162
"22164","Ringwood North",1224
"22165","Ripplebrook",22
"22166","Rippleside",88
"22167","Ripponlea",187
"22168","Riverside (Vic.)",39
"22169","Riverslea",21
"22170","Robertsons Beach",3
"22171","Robinvale",349
"22172","Rochester (Vic.)",329
"22173","Rochford",11
"22174","Rockbank",207
"22175","Rocklands",0
"22176","Rocklyn",7
"22177","Rocky Point (Vic.)",0
"22178","Rokeby (Vic.)",24
"22179","Rokewood",15
"22180","Rokewood Junction",5
"22181","Romsey",569
"22182","Rosanna",908
"22183","Rose River",4
"22184","Rosebery (Vic.)",0
"22185","Rosebrook (Vic.)",20
"22186","Rosebud",1179
"22187","Rosebud West",365
"22188","Rosedale (Vic.)",154
"22189","Roses Gap",0
"22190","Rosewhite",16
"22191","Roslynmead",8
"22192","Ross Creek (Vic.)",153
"22193","Rossbridge",0
"22194","Rostron",0
"22195","Rowsley",29
"22196","Rowville",5102
"22197","Roxburgh Park",3776
"22198","Rubicon",0
"22199","Ruby",16
"22200","Ruffy",7
"22201","Running Creek (Vic.)",5
"22202","Runnymede (Vic.)",0
"22203","Rupanyup",54
"22204","Rushworth",118
"22205","Russells Bridge",5
"22206","Rutherglen",187
"22207","Ryans",0
"22208","Ryanston",22
"22209","Rye",699
"22210","Rythdale",3
"22211","Safety Beach (Vic.)",421
"22212","Sailors Falls",3
"22213","Sailors Gully",87
"22214","Sailors Hill",4
"22215","Sale",1591
"22216","Salisbury West",3
"22217","Samaria",6
"22218","San Remo (Vic.)",92
"22219","Sandford (Vic.)",11
"22220","Sandhill Lake",0
"22221","Sandhurst",505
"22222","Sandon (Vic.)",4
"22223","Sandringham (Vic.)",1079
"22224","Sandy Creek (Vic.)",26
"22225","Sandy Point (Vic.)",10
"22226","Sargood",0
"22227","Sarsfield",63
"22228","Sassafras (Vic.)",124
"22229","Sawmill Settlement",15
"22230","Scarsdale",89
"22231","Scoresby",828
"22232","Scotchmans Lead",11
"22233","Scotsburn",42
"22234","Scotts Creek (Vic.)",29
"22235","Sea Lake",34
"22236","Seabrook",618
"22237","Seacombe",0
"22238","Seaford (Vic.)",1594
"22239","Seaholme",186
"22240","Seaspray",26
"22241","Seaton (Vic.)",20
"22242","Seaview",6
"22243","Sebastian",23
"22244","Sebastopol (Vic.)",1482
"22245","Seddon (Vic.)",501
"22246","Sedgwick",76
"22247","Selby",207
"22248","Selwyn (Vic.)",0
"22249","Separation Creek",0
"22250","Serpentine (Vic.)",14
"22251","Serviceton",11
"22252","Seville",338
"22253","Seville East",109
"22254","Seymour (Vic.)",835
"22255","Shady Creek",14
"22256","Shays Flat",0
"22257","She Oaks",7
"22258","Sheans Creek",6
"22259","Sheep Hills",4
"22260","Shelbourne",52
"22261","Shelford",30
"22262","Shelley (Vic.)",0
"22263","Shepherds Flat",10
"22264","Shepparton",4023
"22265","Shepparton East",149
"22266","Shepparton North",152
"22267","Sherbrooke",39
"22268","Shoreham",47
"22269","Sidonia",0
"22270","Silvan",163
"22271","Silverleaves",15
"22272","Simpson (Vic.)",72
"22273","Simpsons Creek",3
"22274","Simson",9
"22275","Skenes Creek",12
"22276","Skenes Creek North",0
"22277","Skibo",9
"22278","Skinners Flat",3
"22279","Skipton",50
"22280","Skye (Vic.)",1161
"22281","Slaty Creek",0
"22282","Smeaton",13
"22283","Smiths Beach",15
"22284","Smiths Gully",49
"22285","Smokeytown",0
"22286","Smoko",3
"22287","Smythes Creek",206
"22288","Smythesdale",110
"22289","Snake Island",0
"22290","Snake Valley",84
"22291","Soldiers Hill (Vic.)",358
"22292","Somers",151
"22293","Somerton (Vic.)",0
"22294","Somerville (Vic.)",1531
"22295","Sorrento (Vic.)",69
"22296","South Dudley",52
"22297","South Geelong",126
"22298","South Kingsville",181
"22299","South Melbourne",1081
"22300","South Morang",3157
"22301","South Purrumbete",15
"22302","South Wharf",36
"22303","South Yarra",3821
"22304","Southbank",4262
"22305","Southern Cross (Vic.)",7
"22306","Spargo Creek",0
"22307","Speed",6
"22308","Spotswood",210
"22309","Spring Gully (Vic.)",370
"22310","Spring Hill (Vic.)",21
"22311","Springbank",33
"22312","Springdallah",0
"22313","Springfield (Buloke - Vic.)",3
"22314","Springfield (Macedon Ranges - Vic.)",35
"22315","Springhurst",37
"22316","Springmount",10
"22317","Springvale (Vic.)",3371
"22318","Springvale South",1921
"22319","St Albans (Vic.)",5568
"22320","St Albans Park",581
"22321","St Andrews (Vic.)",173
"22322","St Andrews Beach",83
"22323","St Arnaud",201
"22324","St Arnaud East",6
"22325","St Arnaud North",0
"22326","St Clair (Vic.)",3
"22327","St Germains",13
"22328","St Helena",424
"22329","St Helens (Vic.)",6
"22330","St Helens Plains",4
"22331","St James (Vic.)",16
"22332","St Kilda (Vic.)",2154
"22333","St Kilda East",1492
"22334","St Kilda West",280
"22335","St Leonards (Vic.)",174
"22336","Staceys Bridge",3
"22337","Staffordshire Reef",3
"22338","Staghorn Flat",36
"22339","Stanhope (Vic.)",72
"22340","Stanley (Vic.)",24
"22341","Staughton Vale",13
"22342","Stavely",0
"22343","Stawell",696
"22344","Steels Creek",28
"22345","Steiglitz (Vic.)",4
"22346","Stewarton (Vic.)",10
"22347","Stirling (Vic.)",0
"22348","Stockdale",4
"22349","Stockyard Hill",3
"22350","Stonehaven",5
"22351","Stoneleigh (Vic.)",0
"22352","Stony Creek (Central Goldfields - Vic.)",0
"22353","Stony Creek (South Gippsland - Vic.)",27
"22354","Stonyford",3
"22355","Stradbroke",22
"22356","Strangways",6
"22357","Straten",0
"22358","Stratford (Vic.)",282
"22359","Strath Creek",15
"22360","Strathallan",14
"22361","Strathbogie",14
"22362","Strathdale",790
"22363","Strathdownie",27
"22364","Strathewen",13
"22365","Strathfieldsaye",678
"22366","Strathkellar",5
"22367","Strathlea",0
"22368","Strathmerton",139
"22369","Strathmore (Vic.)",1152
"22370","Strathmore Heights",102
"22371","Streatham",14
"22372","Strzelecki (Vic.)",10
"22373","Stuart Mill",6
"22374","Sugarloaf (Vic.)",0
"22375","Sugarloaf Creek",24
"22376","Suggan Buggan",0
"22377","Sulky",22
"22378","Summerlands",0
"22379","Sunbury",4911
"22380","Sunday Creek",48
"22381","Sunderland Bay",14
"22382","Sunset Strip (Vic.)",39
"22383","Sunshine (Vic.)",1245
"22384","Sunshine North",1741
"22385","Sunshine West",2505
"22386","Surf Beach (Vic.)",33
"22387","Surrey Hills",1871
"22388","Sutherland (Vic.)",0
"22389","Sutherlands Creek",16
"22390","Sutton (Vic.)",0
"22391","Sutton Grange",10
"22392","Swan Bay (Vic.)",5
"22393","Swan Hill",1378
"22394","Swan Hill West",0
"22395","Swan Island",0
"22396","Swan Marsh",19
"22397","Swan Reach (Vic.)",47
"22398","Swanpool",13
"22399","Swanwater",0
"22400","Swanwater West",0
"22401","Swifts Creek",28
"22402","Sydenham (Vic.)",1608
"22403","Sylvaterre",0
"22404","Tabberabbera",0
"22405","Tabilk",16
"22406","Tabor",0
"22407","Taggerty",18
"22408","Tahara",3
"22409","Tahara Bridge",0
"22410","Tahara West",4
"22411","Talbot (Vic.)",47
"22412","Talgarno",18
"22413","Tallandoon",3
"22414","Tallangatta",87
"22415","Tallangatta East",9
"22416","Tallangatta South",15
"22417","Tallangatta Valley",21
"22418","Tallarook",71
"22419","Tallygaroopna",56
"22420","Tambo Crossing",0
"22421","Tambo Upper",33
"22422","Tamboon",0
"22423","Tamboritha",0
"22424","Taminick",10
"22425","Tamleugh",3
"22426","Tamleugh North",6
"22427","Tandarook",4
"22428","Tandarra",6
"22429","Tangambalanga",56
"22430","Tanjil",0
"22431","Tanjil Bren",0
"22432","Tanjil South",66
"22433","Tanwood",3
"22434","Tanybryn",0
"22435","Taradale (Vic.)",41
"22436","Tarcombe",8
"22437","Tarilta",0
"22438","Tarnagulla",5
"22439","Tarneit",3945
"22440","Tarnook",13
"22441","Taroon",0
"22442","Tarra Valley",4
"22443","Tarranyurk",0
"22444","Tarraville",10
"22445","Tarrawarra",3
"22446","Tarrawingee",36
"22447","Tarrayoukyan",0
"22448","Tarrengower",6
"22449","Tarrenlea",6
"22450","Tarrington",20
"22451","Tarrone",11
"22452","Tarwin",3
"22453","Tarwin Lower",24
"22454","Tatong",24
"22455","Tatura",477
"22456","Tatura East",22
"22457","Tatyoon",8
"22458","Tawonga",42
"22459","Tawonga South",66
"22460","Taylor Bay",0
"22461","Taylors Hill",1868
"22462","Taylors Lakes",2587
"22463","Teal Point",7
"22464","Tecoma",249
"22465","Teddywaddy",0
"22466","Teddywaddy West",0
"22467","Teesdale (Vic.)",164
"22468","Telangatuk East",3
"22469","Telford",9
"22470","Telopea Downs",3
"22471","Templestowe",2067
"22472","Templestowe Lower",1406
"22473","Tempy",3
"22474","Tenby Point",15
"22475","Tennyson (Vic.)",7
"22476","Terang",251
"22477","Terip Terip",4
"22478","Terrappee",0
"22479","Terrick Terrick",0
"22480","Terrick Terrick East",0
"22481","Tesbury",11
"22482","Tetoora Road",3
"22483","Thalia",0
"22484","The Basin (Vic.)",499
"22485","The Cove",0
"22486","The Gurdies",12
"22487","The Heart",0
"22488","The Honeysuckles",7
"22489","The Patch",96
"22490","The Sisters",23
"22491","Thologolong",0
"22492","Thomastown",2473
"22493","Thomson (Baw Baw - Vic.)",0
"22494","Thomson (Greater Geelong - Vic.)",230
"22495","Thoona",15
"22496","Thornbury",1919
"22497","Thornton (Vic.)",23
"22498","Thorpdale",57
"22499","Thorpdale South",3
"22500","Thowgla Valley",5
"22501","Three Bridges",40
"22502","Timbarra (Vic.)",0
"22503","Timboon",123
"22504","Timboon West",3
"22505","Timmering",11
"22506","Timor (Vic.)",7
"22507","Timor West",3
"22508","Tinamba",41
"22509","Tinamba West",7
"22510","Tintaldra",4
"22511","Tittybong",0
"22512","Tol Tol",26
"22513","Tolmie",27
"22514","Tom Groggin",0
"22515","Tongala",221
"22516","Tonghi Creek",0
"22517","Tongio",8
"22518","Tonimbuk",12
"22519","Tooan",3
"22520","Tooborac",30
"22521","Toolamba",82
"22522","Toolamba West",12
"22523","Toolangi",51
"22524","Toolern Vale",95
"22525","Toolleen",18
"22526","Toolome",0
"22527","Toolondo",0
"22528","Toolong",13
"22529","Toombon",0
"22530","Toongabbie (Vic.)",100
"22531","Toora (Vic.)",58
"22532","Toora North",9
"22533","Tooradin",150
"22534","Toorak",1560
"22535","Toorloo Arm",44
"22536","Toorongo",0
"22537","Tootgarook",261
"22538","Torquay (Vic.)",1209
"22539","Torrita",3
"22540","Torrumbarry",25
"22541","Torwood",6
"22542","Tostaree",0
"22543","Tottenham (Vic.)",0
"22544","Tottington",0
"22545","Tourello",3
"22546","Towan",0
"22547","Towaninny",4
"22548","Towaninny South",0
"22549","Tower Hill",4
"22550","Towong",10
"22551","Towong Upper",4
"22552","Trafalgar (Vic.)",409
"22553","Trafalgar East",57
"22554","Trafalgar South",19
"22555","Tragowel",12
"22556","Traralgon",3052
"22557","Traralgon East",213
"22558","Traralgon South",59
"22559","Travancore",505
"22560","Trawalla",17
"22561","Trawool",12
"22562","Traynors Lagoon",3
"22563","Tremont",0
"22564","Trentham",91
"22565","Trentham East",15
"22566","Tresco",34
"22567","Tresco West",17
"22568","Trida",4
"22569","Truganina",2079
"22570","Tubbut",0
"22571","Tuerong",35
"22572","Tulkara",0
"22573","Tullamarine",723
"22574","Tungamah",25
"22575","Turoar",0
"22576","Turriff",0
"22577","Turriff East",0
"22578","Turtons Creek",3
"22579","Tutye",0
"22580","Tyaak",13
"22581","Tyabb",468
"22582","Tyenna (Vic.)",0
"22583","Tyers",107
"22584","Tylden",48
"22585","Tynong",73
"22586","Tynong North",55
"22587","Tyntynder",16
"22588","Tyntynder South",41
"22589","Tyrendarra",25
"22590","Tyrendarra East",5
"22591","Tyrrell",3
"22592","Tyrrell Downs",0
"22593","Ullina",4
"22594","Ullswater",3
"22595","Ultima",17
"22596","Ultima East",0
"22597","Ulupna",0
"22598","Undera",67
"22599","Underbool",18
"22600","Upotipotpon",5
"22601","Upper Ferntree Gully",393
"22602","Upper Gundowring",8
"22603","Upper Lurg",4
"22604","Upper Plenty",40
"22605","Upper Ryans Creek",0
"22606","Upton Hill",0
"22607","Upwey",872
"22608","Valencia Creek",17
"22609","Vasey",3
"22610","Vaughan",5
"22611","Vectis",21
"22612","Ventnor (Vic.)",62
"22613","Venus Bay (Vic.)",51
"22614","Vermont",1097
"22615","Vermont South",1632
"22616","Vervale",0
"22617","Vesper",3
"22618","Victoria Point (Vic.)",0
"22619","Victoria Valley (Vic.)",8
"22620","Viewbank",733
"22621","Vinifera",13
"22622","Violet Town",62
"22623","Vite Vite",6
"22624","Vite Vite North",4
"22625","W Tree",0
"22626","Waaia",63
"22627","Waanyarra",0
"22628","Waarre",0
"22629","Wabonga",0
"22630","Waggarandall",0
"22631","Wahgunyah",139
"22632","Wahring",4
"22633","Wail",0
"22634","Wairewa",7
"22635","Waitchie",8
"22636","Wal Wal",0
"22637","Waldara",71
"22638","Walhalla",0
"22639","Walhalla East",0
"22640","Walkerville (Vic.)",4
"22641","Walkerville North",0
"22642","Walkerville South",0
"22643","Wallace",25
"22644","Wallacedale",8
"22645","Wallagaraugh",0
"22646","Wallaloo",0
"22647","Wallaloo East",0
"22648","Wallan",1419
"22649","Wallinduc",0
"22650","Wallington",153
"22651","Wallup",3
"22652","Walmer (Vic.)",21
"22653","Walpa",16
"22654","Walpeup",14
"22655","Walwa",9
"22656","Wandana Heights",305
"22657","Wandella (Vic.)",9
"22658","Wandiligong",27
"22659","Wandin East",57
"22660","Wandin North",398
"22661","Wando Bridge",9
"22662","Wando Vale",8
"22663","Wandong",203
"22664","Wandown",0
"22665","Wangandary",24
"22666","Wangarabell",0
"22667","Wangaratta (Vic.)",1975
"22668","Wangaratta South",49
"22669","Wangie",0
"22670","Wangoom",40
"22671","Wannon",10
"22672","Wantirna",1604
"22673","Wantirna South",2705
"22674","Waranga Shores",28
"22675","Waratah Bay",7
"22676","Warburton (Vic.)",201
"22677","Wareek",6
"22678","Wargan",11
"22679","Warmur",0
"22680","Warncoort",19
"22681","Warne",0
"22682","Warneet",52
"22683","Warrabkook",0
"22684","Warracknabeal",244
"22685","Warragul",1934
"22686","Warragul South",43
"22687","Warragul West",0
"22688","Warrak",9
"22689","Warrandyte",790
"22690","Warrandyte South",126
"22691","Warranwood",775
"22692","Warrayure",0
"22693","Warrenbayne",10
"22694","Warrenheip",85
"22695","Warrenmang",0
"22696","Warrion",27
"22697","Warrnambool",3899
"22698","Warrock",0
"22699","Warrong",6
"22700","Wartook",3
"22701","Watchem",8
"22702","Watchem West",4
"22703","Watchupga",6
"22704","Waterford Park",23
"22705","Waterholes",3
"22706","Waterloo (Vic.)",7
"22707","Waterways",381
"22708","Watsonia",549
"22709","Watsonia North",433
"22710","Watsons Creek (Vic.)",12
"22711","Wattle Bank",18
"22712","Wattle Creek",0
"22713","Wattle Flat (Vic.)",12
"22714","Wattle Glen",315
"22715","Wattle Hill (Vic.)",0
"22716","Waubra",28
"22717","Waurn Ponds",1649
"22718","Waygara",7
"22719","Weatherboard",3
"22720","Wedderburn (Vic.)",98
"22721","Wedderburn Junction",3
"22722","Wee Wee Rup",3
"22723","Weeaproinah",0
"22724","Weering",8
"22725","Weerite",7
"22726","Wehla",3
"22727","Wellsford",10
"22728","Welshmans Reef",21
"22729","Welshpool (Vic.)",38
"22730","Wemen",10
"22731","Wendouree",1352
"22732","Wensleydale",8
"22733","Wentworth (Vic.)",0
"22734","Werneth",8
"22735","Werona",3
"22736","Werribee",5356
"22737","Werribee South",166
"22738","Werrimull",10
"22739","Wesburn",142
"22740","West Bendigo",50
"22741","West Creek",13
"22742","West Footscray",1344
"22743","West Melbourne",1117
"22744","West Wodonga",1893
"22745","Westbury (Vic.)",15
"22746","Westby",0
"22747","Westmeadows",757
"22748","Westmere",3
"22749","Whanregarwen",6
"22750","Wharparilla",46
"22751","Wheatsheaf",9
"22752","Wheelers Hill",2397
"22753","Whipstick",0
"22754","Whirily",0
"22755","White Hills (Vic.)",451
"22756","Whiteheads Creek",39
"22757","Whitelaw",3
"22758","Whitfield (Vic.)",8
"22759","Whitlands",0
"22760","Whittington",513
"22761","Whittlesea",735
"22762","Whoorel",3
"22763","Whorouly",34
"22764","Whorouly East",9
"22765","Whorouly South",9
"22766","Whroo",3
"22767","Wickliffe",7
"22768","Wilby",28
"22769","Wild Dog Valley (Vic.)",3
"22770","Wildwood",20
"22771","Wilkur",10
"22772","Willangie",5
"22773","Willatook",0
"22774","Willaura",38
"22775","Willaura North",0
"22776","Willenabrina",0
"22777","Williams Landing",656
"22778","Williamstown (Vic.)",1707
"22779","Williamstown North",189
"22780","Willow Grove",61
"22781","Willowmavin",32
"22782","Willowvale (Vic.)",0
"22783","Willung",4
"22784","Willung South",15
"22785","Wilsons Hill",10
"22786","Wilsons Promontory",3
"22787","Wimbledon Heights",38
"22788","Winchelsea",188
"22789","Winchelsea South",19
"22790","Windermere (Vic.)",10
"22791","Windsor (Vic.)",757
"22792","Wingan River",0
"22793","Wingeel",3
"22794","Winjallok",0
"22795","Winlaton",0
"22796","Winnambool",0
"22797","Winnap",0
"22798","Winnindoo",7
"22799","Winslow",48
"22800","Winton (Vic.)",16
"22801","Winton North",0
"22802","Wirrate",3
"22803","Wiseleigh",14
"22804","Wodonga",2515
"22805","Wollert",915
"22806","Wombat Creek (Vic.)",6
"22807","Wombelano",4
"22808","Won Wron",24
"22809","Wonga",0
"22810","Wonga Park",679
"22811","Wongarra",0
"22812","Wongungarra",0
"22813","Wonnangatta",0
"22814","Wonthaggi",508
"22815","Wonwondah",3
"22816","Wonyip",0
"22817","Wood Wood",5
"22818","Woodend (Vic.)",624
"22819","Woodend North",29
"22820","Woodfield",0
"22821","Woodford (Vic.)",43
"22822","Woodglen",0
"22823","Woodhouse",3
"22824","Woodleigh (Vic.)",9
"22825","Woods Point (Vic.)",0
"22826","Woodside (Vic.)",37
"22827","Woodside Beach",3
"22828","Woodstock (Vic.)",12
"22829","Woodstock On Loddon",0
"22830","Woodstock West",4
"22831","Woodvale (Vic.)",42
"22832","Wool Wool",0
"22833","Woolamai",12
"22834","Woolenook",0
"22835","Woolshed Flat (Vic.)",0
"22836","Woolsthorpe",52
"22837","Woomelang",9
"22838","Wooragee",30
"22839","Woorarra East",8
"22840","Woorarra West",0
"22841","Wooreen",9
"22842","Woori Yallock",349
"22843","Woorinen",31
"22844","Woorinen North",14
"22845","Woorinen South",45
"22846","Woorndoo",9
"22847","Wooroonook",0
"22848","Woosang",0
"22849","Wootong Vale",5
"22850","Worrowing",0
"22851","Wrathung",0
"22852","Wrixon",0
"22853","Wroxham",0
"22854","Wuk Wuk",11
"22855","Wulgulmerang",0
"22856","Wulgulmerang East",0
"22857","Wulgulmerang West",0
"22858","Wunghnu",49
"22859","Wurdiboluc",18
"22860","Wurruk",140
"22861","Wy Yung",169
"22862","Wycheproof",43
"22863","Wycheproof South",0
"22864","Wychitella",0
"22865","Wychitella North",0
"22866","Wye River",0
"22867","Wyelangta",6
"22868","Wyndham Vale",2774
"22869","Wyuna (Vic.)",24
"22870","Wyuna East",20
"22871","Yaapeet",7
"22872","Yabba North",15
"22873","Yabba South",4
"22874","Yackandandah",167
"22875","Yalca",21
"22876","Yalla-Y-Poora",3
"22877","Yallambie",624
"22878","Yallourn",15
"22879","Yallourn North",214
"22880","Yalmy",0
"22881","Yambuk",26
"22882","Yambuna",8
"22883","Yan Yean",27
"22884","Yanac",4
"22885","Yanakie",31
"22886","Yando",5
"22887","Yandoit",10
"22888","Yandoit Hills",0
"22889","Yangery",14
"22890","Yangoura",0
"22891","Yannathan",33
"22892","Yapeen",27
"22893","Yarck",14
"22894","Yarpturk",17
"22895","Yarra Glen",352
"22896","Yarra Junction",283
"22897","Yarraberb",0
"22898","Yarragon",166
"22899","Yarragon South",20
"22900","Yarram",211
"22901","Yarrambat",257
"22902","Yarraville",1391
"22903","Yarrawalla",9
"22904","Yarrawonga (Vic.)",705
"22905","Yarrawonga South",0
"22906","Yarroweyah",65
"22907","Yatchaw",0
"22908","Yawong Hills",0
"22909","Yea",145
"22910","Yellingbo",74
"22911","Yelta (Vic.)",37
"22912","Yendon",34
"22913","Yeo",12
"22914","Yeodene",11
"22915","Yering",11
"22916","Yeungroon",0
"22917","Yeungroon East",0
"22918","Yielima",6
"22919","Yinnar",127
"22920","Yinnar South",78
"22921","York Plains (Vic.)",0
"22922","Youanmite",9
"22923","Youarang",4
"22924","Yulecart",14
"22925","Yundool",0
"22926","Yuroke",17
"22927","Yuulong",0
"22928","Zeerust",19
"22929","Zumsteins",0
"29494","No usual address (Vic.)",0
"29797","Migratory - Offshore - Shipping (Vic.)",16
