"Suburb_Code","Suburb_Name","Tot_15_24_FtPt"
"20979","Germania",0
"20980","Germantown (Vic.)",0
"20981","Gerrigerrup",0
"20982","Gherang",8
"20983","Gheringhap",3
"20984","Ghin Ghin",0
"20985","Giffard",0
"20986","Giffard West",0
"20987","Gil Gil",0
"20988","Gilderoy",0
"20989","Gillieston",0
"20990","Gillum",0
"20991","Gipsy Point",0
"20992","Girgarre",5
"20993","Girgarre East",0
"20994","Gisborne",190
"20995","Gisborne South",21
"20996","Gladfield (Vic.)",0
"20997","Gladstone Park",220
"20998","Gladysdale",0
"20999","Glen Alvie",0
"21000","Glen Creek",0
"21001","Glen Forbes",0
"21002","Glen Huntly",376
"21003","Glen Iris (Vic.)",1344
"21004","Glen Park",0
"21005","Glen Valley",0
"21006","Glen Waverley",2452
"21007","Glen Wills",0
"21008","Glenaire",0
"21009","Glenaladale",0
"21010","Glenalbyn",0
"21011","Glenaroua",0
"21012","Glenbrae",0
"21013","Glenburn",0
"21014","Glendaruel",0
"21015","Glendonald",0
"21016","Glenfalloch",0
"21017","Glenfyne",0
"21018","Glengarry (Vic.)",12
"21019","Glengarry North",3
"21020","Glengarry West",0
"21021","Glengower",0
"21022","Glenhope",0
"21023","Glenhope East",0
"21024","Glenisla",0
"21025","Glenlee (Vic.)",0
"21026","Glenlofty",0
"21027","Glenlogie",0
"21028","Glenloth",0
"21029","Glenloth East",0
"21030","Glenluce",0
"21031","Glenlyon (Vic.)",0
"21032","Glenmaggie",4
"21033","Glenmore (Vic.)",0
"21034","Glenorchy (Vic.)",0
"21035","Glenormiston North",0
"21036","Glenormiston South",5
"21037","Glenpatrick",0
"21038","Glenrowan",3
"21039","Glenrowan West",0
"21040","Glenroy (Vic.)",731
"21041","Glenthompson",0
"21042","Glomar Beach",0
"21043","Gnarwarre",3
"21044","Gnotuk",0
"21045","Gobarup",0
"21046","Gobur",0
"21047","Golden Beach (Vic.)",0
"21048","Golden Gully",0
"21049","Golden Point (Ballarat - Vic.)",61
"21050","Golden Point (Mount Alexander - Vic.)",0
"21051","Golden Square",155
"21052","Goldie",3
"21053","Goldsborough (Vic.)",0
"21054","Gong Gong",0
"21055","Gonn Crossing",0
"21056","Goomalibee",3
"21057","Goon Nure",0
"21058","Goongerah",0
"21059","Gooram",0
"21060","Gooramadda",0
"21061","Goorambat",0
"21062","Goornong",3
"21063","Gooroc",0
"21064","Gorae",4
"21065","Gorae West",0
"21066","Gordon (Vic.)",9
"21067","Gormandale",0
"21068","Goroke",4
"21069","Goschen",0
"21070","Goughs Bay",0
"21071","Goulburn Weir",0
"21072","Gowanbrae",67
"21073","Gowanford",0
"21074","Gowangardie",0
"21075","Gowar East",0
"21076","Gower",0
"21077","Grahamvale",6
"21078","Grampians",0
"21079","Grand Ridge",0
"21080","Granite Rock",0
"21081","Grantville",3
"21082","Granya",0
"21083","Grassdale (Vic.)",0
"21084","Grassmere",7
"21085","Grays Bridge",0
"21086","Graytown",0
"21087","Gre Gre",0
"21088","Gre Gre North",0
"21089","Gre Gre South",0
"21090","Great Western",0
"21091","Gredgwin",0
"21092","Green Gully (Vic.)",0
"21093","Greendale (Vic.)",12
"21094","Greenhill (Vic.)",0
"21095","Greens Creek (Vic.)",0
"21096","Greensborough",544
"21097","Greenvale (Vic.)",670
"21098","Greenwald",0
"21099","Grenville",0
"21100","Greta (Vic.)",0
"21101","Greta South",0
"21102","Greta West",0
"21103","Grey River",0
"21104","Gringegalgona",0
"21105","Gritjurk",3
"21106","Grovedale",394
"21107","Gruyere",18
"21108","Guildford (Vic.)",0
"21109","Gunbower",7
"21110","Gundowring",0
"21111","Gunyah",0
"21112","Guys Forest",0
"21113","Guys Hill",15
"21114","Gymbowen",0
"21115","Haddon",16
"21116","Hadfield",126
"21117","Hallam",287
"21118","Hallora",0
"21119","Halls Gap",0
"21120","Hallston",0
"21121","Hamilton (Vic.)",34
"21122","Hamlyn Heights",184
"21123","Hampton (Vic.)",541
"21124","Hampton East",125
"21125","Hampton Park",681
"21126","Hansonville",0
"21127","Happy Valley (Golden Plains - Vic.)",0
"21128","Happy Valley (Swan Hill - Vic.)",0
"21129","Harcourt",8
"21130","Harcourt North",0
"21131","Harkaway",30
"21132","Harmers Haven",0
"21133","Harrietville",0
"21134","Harrow",0
"21135","Harston",0
"21136","Hastings (Vic.)",81
"21137","Hattah",0
"21138","Havelock",0
"21139","Haven",13
"21140","Havilah (Vic.)",0
"21141","Hawkesdale",3
"21142","Hawkhurst",0
"21143","Hawthorn (Vic.)",2181
"21144","Hawthorn East",934
"21145","Hazel Park",0
"21146","Hazelwood",3
"21147","Hazelwood North",29
"21148","Hazelwood South",3
"21149","Healesville",71
"21150","Heath Hill",0
"21151","Heathcote (Vic.)",10
"21152","Heathcote Junction",5
"21153","Heathcote South",0
"21154","Heatherton",62
"21155","Heathmere",3
"21156","Heathmont",269
"21157","Hedley",0
"21158","Heidelberg",210
"21159","Heidelberg Heights",206
"21160","Heidelberg West",190
"21161","Hensley Park",0
"21162","Henty (Vic.)",0
"21163","Hepburn",0
"21164","Hepburn Springs",0
"21165","Herne Hill (Vic.)",75
"21166","Hernes Oak",4
"21167","Hesket",0
"21168","Hesse",0
"21169","Hexham (Vic.)",0
"21170","Heyfield",20
"21171","Heytesbury Lower",0
"21172","Heywood",3
"21173","Hiamdale",0
"21174","Hiawatha",0
"21175","High Camp",0
"21176","Highett",265
"21177","Highlands",0
"21178","Highton",1019
"21179","Hilgay",0
"21180","Hill End (Vic.)",0
"21181","Hillcrest (Vic.)",0
"21182","Hilldene",0
"21183","Hillside (East Gippsland - Vic.)",0
"21184","Hillside (Melton - Vic.)",581
"21185","Hinnomunjie",0
"21186","Hmas Cerberus",3
"21187","Hoddles Creek",3
"21188","Hollands Landing",0
"21189","Homebush (Vic.)",0
"21190","Homerton",0
"21191","Homewood",0
"21192","Hopetoun (Vic.)",0
"21193","Hopetoun Park",18
"21194","Hoppers Crossing",1152
"21195","Hordern Vale",0
"21196","Horfield",0
"21197","Horsham",104
"21198","Hotham Heights",0
"21199","Hotspur",0
"21200","Howes Creek",0
"21201","Howitt Plains",0
"21202","Howqua",0
"21203","Howqua Hills",0
"21204","Howqua Inlet",0
"21205","Hughesdale",459
"21206","Humevale",3
"21207","Hunter",0
"21208","Hunterston",0
"21209","Huntingdale (Vic.)",113
"21210","Huntly",27
"21211","Huntly North",0
"21212","Huon",0
"21213","Huon Creek",0
"21214","Hurstbridge",97
"21215","Icy Creek",0
"21216","Iguana Creek",0
"21217","Illabarook",0
"21218","Illawarra",0
"21219","Illowa",0
"21220","Indented Head",4
"21221","Indigo Valley",0
"21222","Inglewood (Vic.)",0
"21223","Ingliston",0
"21224","Invergordon (Vic.)",0
"21225","Inverleigh",19
"21226","Inverloch",23
"21227","Invermay (Vic.)",14
"21228","Invermay Park",35
"21229","Iona",6
"21230","Iraak",0
"21231","Irishtown (Vic.)",0
"21232","Ironbark (Vic.)",21
"21233","Irrewarra",4
"21234","Irrewillipe",3
"21235","Irrewillipe East",0
"21236","Irymple (Vic.)",52
"21237","Ivanhoe (Vic.)",538
"21238","Ivanhoe East",181
"21239","Jacana",50
"21240","Jack River",0
"21241","Jackass Flat",18
"21242","Jacob Creek",0
"21243","Jam Jerrup",0
"21244","Jamieson (Vic.)",0
"21245","Jan Juc",62
"21246","Jancourt",0
"21247","Jancourt East",0
"21248","Jarklin",0
"21249","Jarrahmond",0
"21250","Jarvis Creek",0
"21251","Jeeralang",0
"21252","Jeeralang Junction",9
"21253","Jeetho",0
"21254","Jeffcott",0
"21255","Jeffcott North",0
"21256","Jeparit",0
"21257","Jericho (Vic.)",0
"21258","Jeruk",0
"21259","Jil Jil",0
"21260","Jindivick",10
"21261","Joel Joel",0
"21262","Joel South",0
"21263","Johanna",0
"21264","Johnsonville",0
"21265","Joyces Creek",0
"21266","Jumbuk",0
"21267","Jumbunna",0
"21268","Junction Village",3
"21269","Jung",6
"21270","Jungaburra",0
"21271","Junortoun",50
"21272","Kaarimba",0
"21273","Kadnook",0
"21274","Kalimna",0
"21275","Kalimna West",0
"21276","Kalkallo",0
"21277","Kalkee",0
"21278","Kallista",34
"21279","Kalorama",21
"21280","Kalpienung",0
"21281","Kamarooka",0
"21282","Kamarooka North",0
"21283","Kanagulk",0
"21284","Kancoona",0
"21285","Kangaroo Flat (Vic.)",93
"21286","Kangaroo Ground",42
"21287","Kaniva",6
"21288","Kanumbra",0
"21289","Kanya",0
"21290","Kanyapella",0
"21291","Karabeal",0
"21292","Kardella",0
"21293","Kardella South",0
"21294","Kariah",0
"21295","Karnak",0
"21296","Karramomus",0
"21297","Karyrie",0
"21298","Katamatite",0
"21299","Katamatite East",0
"21300","Katandra",0
"21301","Katandra West",0
"21302","Katunga",5
"21303","Kawarren",0
"21304","Kealba",130
"21305","Keely",0
"21306","Keilor",232
"21307","Keilor Downs",337
"21308","Keilor East",441
"21309","Keilor Lodge",79
"21310","Keilor North",0
"21311","Keilor Park",49
"21312","Kellalac",0
"21313","Kelvin View",0
"21314","Kenley",0
"21315","Kenmare (Vic.)",0
"21316","Kennedys Creek",0
"21317","Kennett River",0
"21318","Kennington",300
"21319","Kensington (Vic.)",481
"21320","Kerang",14
"21321","Kerang East",0
"21322","Kergunyah",6
"21323","Kergunyah South",0
"21324","Kernot",0
"21325","Kerrie",0
"21326","Kerrisdale",0
"21327","Kevington",0
"21328","Kew (Vic.)",1458
"21329","Kew East",336
"21330","Kewell",0
"21331","Keysborough",992
"21332","Kialla",67
"21333","Kialla East",0
"21334","Kialla West",3
"21335","Kiata",0
"21336","Kiewa",4
"21337","Kilcunda",0
"21338","Killara (Glenelg - Vic.)",0
"21339","Killara (Wodonga - Vic.)",0
"21340","Killarney (Vic.)",0
"21341","Killawarra (Vic.)",5
"21342","Killingworth (Vic.)",0
"21343","Kilmany",0
"21344","Kilmore",103
"21345","Kilmore East",7
"21346","Kilsyth",145
"21347","Kilsyth South",102
"21348","Kimbolton (Vic.)",0
"21349","King Valley",0
"21350","Kinglake",16
"21351","Kinglake Central",3
"21352","Kinglake West",20
"21353","Kingower",0
"21354","Kings Park (Vic.)",231
"21355","Kingsbury",430
"21356","Kingston (Vic.)",3
"21357","Kingsville",110
"21358","Kinnabulla",0
"21359","Kinypanial",0
"21360","Kirkstall",6
"21361","Kirwans Bridge",0
"21362","Kithbrook",0
"21363","Knebsworth",0
"21364","Knockwood",0
"21365","Knowsley",3
"21366","Knoxfield",231
"21367","Koallah",0
"21368","Koetong",0
"21369","Kolora",0
"21370","Kongwak",3
"21371","Konongwootong",0
"21372","Koo Wee Rup",22
"21373","Koo Wee Rup North",0
"21374","Kooloonong",0
"21375","Koonda",0
"21376","Koondrook",3
"21377","Koonoomoo",3
"21378","Koonwarra",3
"21379","Kooreh",0
"21380","Koorlong",3
"21381","Koornalla",3
"21382","Kooroocheang",0
"21383","Koorool",0
"21384","Koorooman",0
"21385","Kooyong",43
"21386","Koriella",0
"21387","Korobeit",0
"21388","Koroit",7
"21389","Korong Vale",0
"21390","Koroop",0
"21391","Korumburra",27
"21392","Korumburra South",0
"21393","Korweinguboora",3
"21394","Kotta",0
"21395","Kotupna",3
"21396","Koyuga",0
"21397","Krowera",0
"21398","Kulwin (Vic.)",0
"21399","Kunat",0
"21400","Kurraca",0
"21401","Kurraca West",0
"21402","Kurting",0
"21403","Kurunjang",174
"21404","Kyabram",41
"21405","Kyabram South",0
"21406","Kyneton",61
"21407","Kyneton South",3
"21408","Kyvalley",3
"21409","Laanecoorie",0
"21410","Laang",0
"21411","Labertouche",3
"21412","Laceby",3
"21413","Ladys Pass",0
"21414","Laen East",0
"21415","Laen North",0
"21416","Lah",0
"21417","Laharum",0
"21418","Lake Boga",0
"21419","Lake Bolac",0
"21420","Lake Bunga",4
"21421","Lake Charm",0
"21422","Lake Condah",0
"21423","Lake Eildon",0
"21424","Lake Eppalock",0
"21425","Lake Fyans",0
"21426","Lake Gardens",45
"21427","Lake Goldsmith",0
"21428","Lake Lonsdale",0
"21429","Lake Marmal",0
"21430","Lake Meran",0
"21431","Lake Mundi",0
"21432","Lake Powell",0
"21433","Lake Rowan",0
"21434","Lake Tyers",0
"21435","Lake Tyers Beach",0
"21436","Lake Tyrrell",0
"21437","Lake Wellington",0
"21438","Lake Wendouree",59
"21439","Lake Wongan",0
"21440","Lakes Entrance",11
"21441","Lal Lal",6
"21442","Lalbert",0
"21443","Lalor",610
"21444","Lamplough",0
"21445","Lancaster",4
"21446","Lance Creek",3
"21447","Lancefield",18
"21448","Landsborough (Vic.)",0
"21449","Landsborough West",0
"21450","Lang Lang",10
"21451","Lang Lang East",3
"21452","Langdons Hill",0
"21453","Langi Kal Kal",0
"21454","Langi Logan",0
"21455","Langkoop",0
"21456","Langley",0
"21457","Langsborough",3
"21458","Langwarrin",405
"21459","Langwarrin South",34
"21460","Lara",294
"21461","Lardner",3
"21462","Larpent",0
"21463","Lascelles",0
"21464","Launching Place",31
"21465","Lauriston",0
"21466","Lavers Hill",0
"21467","Laverton (Vic.)",199
"21468","Laverton North",0
"21469","Lawler",0
"21470","Lawloit",0
"21471","Lawrence (Vic.)",0
"21472","Leaghur",0
"21473","Learmonth (Vic.)",3
"21474","Ledcourt",0
"21475","Leichardt",0
"21476","Leigh Creek (Vic.)",0
"21477","Leitchville",4
"21478","Lemnos",3
"21479","Leneva",8
"21480","Leonards Hill",0
"21481","Leongatha",37
"21482","Leongatha North",4
"21483","Leongatha South",6
"21484","Leopold",204
"21485","Lerderderg",0
"21486","Leslie Manor",3
"21487","Lethbridge",16
"21488","Lexton",0
"21489","Licola",0
"21490","Licola North",0
"21491","Lillico (Vic.)",0
"21492","Lillicur",0
"21493","Lillimur",0
"21494","Lilliput",0
"21495","Lilydale (Vic.)",309
"21496","Lima",0
"21497","Lima East",0
"21498","Lima South",0
"21499","Limestone (Vic.)",0
"21500","Lindenow",3
"21501","Lindenow South",0
"21502","Lindsay",0
"21503","Lindsay Point",0
"21504","Linga",0
"21505","Linton",0
"21506","Liparoo",0
"21507","Lismore (Vic.)",0
"21508","Litchfield",0
"21509","Little Desert",0
"21510","Little Hampton",0
"21511","Little River (Vic.)",17
"21512","Llanelly",0
"21513","Llowalong",0
"21514","Loch",3
"21515","Loch Sport",0
"21516","Loch Valley",0
"21517","Lockington",3
"21518","Locksley (Vic.)",3
"21519","Lockwood",10
"21520","Lockwood South",11
"21521","Loddon Vale",0
"21522","Logan",0
"21523","Londrigan",0
"21524","Long Forest",3
"21525","Long Gully",37
"21526","Longford (Vic.)",9
"21527","Longlea",7
"21528","Longwarry",24
"21529","Longwarry North",0
"21530","Longwood (Vic.)",0
"21531","Longwood East",0
"21532","Lorne (Vic.)",4
"21533","Lorquon",0
"21534","Lovely Banks",71
"21535","Lower Moira",0
"21536","Lower Norton",0
"21537","Lower Plenty",110
"21538","Loy Yang",0
"21539","Lubeck",0
"21540","Lucas",26
"21541","Lucknow (Vic.)",10
"21542","Lucyvale",0
"21543","Lurg",0
"21544","Lynbrook",288
"21545","Lyndhurst (Vic.)",158
"21546","Lyons (Vic.)",0
"21547","Lyonville",0
"21548","Lysterfield",318
"21549","Lysterfield South",48
"21550","Macarthur (Vic.)",3
"21551","Macclesfield (Vic.)",26
"21552","Macedon",44
"21553","Macks Creek",0
"21554","Macleod (Vic.)",406
"21555","Macorna",0
"21556","Macorna North",0
"21557","Macs Cove",0
"21558","Madalya",0
"21559","Maddingley",46
"21560","Mafeking",0
"21561","Maffra (Vic.)",38
"21562","Maffra West Upper",0
"21563","Magpie",4
"21564","Maiden Gully",75
"21565","Maidstone",484
"21566","Mailors Flat",3
"21567","Main Lead",0
"21568","Main Ridge",8
"21569","Maindample",6
"21570","Maintongoon",0
"21571","Major Plains",0
"21572","Majorca",0
"21573","Maldon (Vic.)",5
"21574","Mallacoota",3
"21575","Malmsbury",10
"21576","Malvern (Vic.)",459
"21577","Malvern East",1911
"21578","Mambourin",0
"21579","Manangatang",3
"21580","Mandurang",12
"21581","Mandurang South",0
"21582","Mangalore (Vic.)",0
"21583","Manifold Heights",67
"21584","Mannerim",3
"21585","Mannibadar",0
"21586","Manns Beach",0
"21587","Manorina",0
"21588","Mansfield (Vic.)",33
"21589","Maramingo Creek",0
"21590","Marcus Hill",0
"21591","Mardan",3
"21592","Marengo (Vic.)",0
"21593","Maribyrnong",736
"21594","Marionvale",0
"21595","Markwood",0
"21596","Marlbed",0
"21597","Marlo",3
"21598","Marnoo",0
"21599","Marnoo East",0
"21600","Marnoo West",0
"21601","Marong",12
"21602","Maroona",4
"21603","Marraweeney",0
"21604","Marshall",73
"21605","Marthavale",0
"21606","Marungi",0
"21607","Maryborough (Vic.)",51
"21608","Maryknoll",21
"21609","Marysville",0
"21610","Maryvale (Vic.)",0
"21611","Massey",0
"21612","Matlock",0
"21613","Maude (Vic.)",0
"21614","McCrae",20
"21615","McIntyre",0
"21616","McKenzie Creek",0
"21617","McKenzie Hill",5
"21618","McKinnon",281
"21619","McLoughlins Beach",0
"21620","McMahons Creek",0
"21621","McMillans",0
"21622","Mead",0
"21623","Meadow Creek",0
"21624","Meadow Heights",510
"21625","Meatian",0
"21626","Meeniyan",0
"21627","Meering West",0
"21628","Meerlieu",0
"21629","Melbourne",10381
"21630","Melbourne Airport",0
"21631","Melton (Vic.)",93
"21632","Melton South",131
"21633","Melton West",272
"21634","Melville Forest",0
"21635","Melwood",0
"21636","Mena Park",0
"21637","Mentone",384
"21638","Menzies Creek",32
"21639","Mepunga",0
"21640","Mepunga East",0
"21641","Mepunga West",0
"21642","Merbein",14
"21643","Merbein South",3
"21644","Merbein West",0
"21645","Meredith",10
"21646","Meringur",0
"21647","Merino",0
"21648","Mernda",277
"21649","Merriang",3
"21650","Merriang South",0
"21651","Merricks",0
"21652","Merricks Beach",0
"21653","Merricks North",3
"21654","Merrigum",4
"21655","Merrijig (East Gippsland - Vic.)",0
"21656","Merrijig (Mansfield - Vic.)",0
"21657","Merrimu",7
"21658","Merrinee",0
"21659","Merton",0
"21660","Metcalfe",0
"21661","Metcalfe East",0
"21662","Metung",4
"21663","Mia Mia (Vic.)",0
"21664","Mickleham",69
"21665","Middle Creek",0
"21666","Middle Park (Vic.)",93
"21667","Middle Tarwin",0
"21668","Miepoll",0
"21669","Miga Lake",0
"21670","Milawa",3
"21671","Mildura",289
"21672","Mill Park",1152
"21673","Millbrook (Vic.)",3
"21674","Millgrove",17
"21675","Milloo",0
"21676","Milltown",0
"21677","Milnes Bridge",0
"21678","Mincha",0
"21679","Mincha West",0
"21680","Miners Rest",42
"21681","Mingay",0
"21682","Minhamite",0
"21683","Minimay",0
"21684","Mininera",0
"21685","Minjah",0
"21686","Minmindie",0
"21687","Minyip",4
"21688","Miowera",0
"21689","Miralie",0
"21690","Miram",0
"21691","Mirboo",0
"21692","Mirboo North",17
"21693","Mirranatwa",0
"21694","Mitcham (Vic.)",477
"21695","Mitchell Park (Vic.)",5
"21696","Mitchellstown",0
"21697","Mitiamo",0
"21698","Mitre",0
"21699","Mitta Mitta",0
"21700","Mittyack",0
"21701","Mockinya",0
"21702","Modella",4
"21703","Modewarre",6
"21704","Moe",75
"21705","Moe South",5
"21706","Moggs Creek",3
"21707","Moglonemby",0
"21708","Mokepilly",0
"21709","Molesworth (Vic.)",0
"21710","Moliagul",0
"21711","Molka",0
"21712","Mollongghip",0
"21713","Mologa",0
"21714","Molyullah",0
"21715","Monbulk",48
"21716","Monegeetta",4
"21717","Mongans Bridge",0
"21718","Monomak",0
"21719","Monomeith",3
"21720","Mont Albert",290
"21721","Mont Albert North",234
"21722","Montgomery",0
"21723","Montmorency",193
"21724","Montrose (Vic.)",128
"21725","Moolap",21
"21726","Moolerr",0
"21727","Moolort",0
"21728","Moonambel",0
"21729","Moondarra",0
"21730","Moonee Ponds",611
"21731","Moonlight Flat (Central Goldfields - Vic.)",0
"21732","Moonlight Flat (Mount Alexander - Vic.)",0
"21733","Moora (Vic.)",0
"21734","Moorabbin",154
"21735","Moorabbin Airport",0
"21736","Moorabool",3
"21737","Mooralla",0
"21738","Moorilim",0
"21739","Moormbool West",0
"21740","Moornapa",0
"21741","Moorngag",0
"21742","Moorooduc",34
"21743","Mooroolbark",494
"21744","Mooroopna",50
"21745","Mooroopna North",0
"21746","Mooroopna North West",0
"21747","Moranding",0
"21748","Mordialloc",208
"21749","Morgiana",0
"21750","Moriac",19
"21751","Mornington (Vic.)",300
"21752","Moroka",0
"21753","Morrisons",0
"21754","Morrl Morrl",0
"21755","Mortlake (Vic.)",5
"21756","Morton Plains",0
"21757","Morwell",118
"21758","Mossiface",0
"21759","Mount Alfred",0
"21760","Mount Beauty",3
"21761","Mount Beckworth",0
"21762","Mount Best",0
"21763","Mount Bolton",0
"21764","Mount Bruno",0
"21765","Mount Buffalo",0
"21766","Mount Buller",6
"21767","Mount Burnett",3
"21768","Mount Bute",0
"21769","Mount Camel",0
"21770","Mount Cameron",0
"21771","Mount Clear",250
"21772","Mount Cole",0
"21773","Mount Cole Creek",0
"21774","Mount Cottrell",4
"21775","Mount Dandenong",27
"21776","Mount Doran",0
"21777","Mount Dryden",0
"21778","Mount Duneed",47
"21779","Mount Eccles",0
"21780","Mount Egerton",9
"21781","Mount Eliza",463
"21782","Mount Emu",0
"21783","Mount Evelyn",165
"21784","Mount Franklin",0
"21785","Mount Glasgow",0
"21786","Mount Helen",446
"21787","Mount Hooghly",0
"21788","Mount Lonarch",0
"21789","Mount Macedon",27
"21790","Mount Major",0
"21791","Mount Martha",324
"21792","Mount Mercer",0
"21793","Mount Moriac",3
"21794","Mount Napier",0
"21795","Mount Pleasant (Vic.)",142
"21796","Mount Prospect",0
"21797","Mount Richmond",0
"21798","Mount Rowan",3
"21799","Mount Sabine",0
"21800","Mount Tassie",0
"21801","Mount Taylor",0
"21802","Mount Toolebewong",3
"21803","Mount Wallace",0
"21804","Mount Waverley",1937
"21805","Mountain Bay",0
"21806","Mountain View (Vic.)",4
"21807","Moutajup",0
"21808","Moyhu",0
"21809","Moyreisk",0
"21810","Moyston",8
"21811","Muckatah",3
"21812","Muckleford",6
"21813","Muckleford South",0
"21814","Mudgegonga",0
"21815","Mulgrave (Vic.)",791
"21816","Mumbannar",0
"21817","Mundoona",0
"21818","Munro",0
"21819","Muntham",0
"21820","Murchison (Vic.)",0
"21821","Murchison East",0
"21822","Murchison North",3
"21823","Murgheboluc",3
"21824","Murmungee",0
"21825","Murnungin",0
"21826","Murphys Creek (Vic.)",0
"21827","Murra Warra",0
"21828","Murrabit",0
"21829","Murrabit West",0
"21830","Murrawee",4
"21831","Murray-Sunset",0
"21832","Murraydale",0
"21833","Murrayville",0
"21834","Murrindal",0
"21835","Murrindindi",0
"21836","Murroon",0
"21837","Murrumbeena",598
"21838","Murtoa",11
"21839","Musk",0
"21840","Musk Vale",3
"21841","Muskerry",0
"21842","Myall (Buloke - Vic.)",0
"21843","Myall (Gannawarra - Vic.)",0
"21844","Myamyn",0
"21845","Myers Flat",7
"21846","Myola (Vic.)",0
"21847","Myrniong",10
"21848","Myrrhee",0
"21849","Myrtle Creek (Vic.)",0
"21850","Myrtlebank",0
"21851","Myrtleford",24
"21852","Mysia",0
"21853","Mystic Park",0
"21854","Mywee",0
"21855","Nagambie",10
"21856","Nalangil",0
"21857","Nalinga",0
"21858","Nambrok",0
"21859","Nandaly",0
"21860","Nangana",0
"21861","Nangeela",0
"21862","Nangiloc",0
"21863","Nanneella",3
"21864","Nap Nap Marra",0
"21865","Napoleons",25
"21866","Nar Nar Goon",19
"21867","Nar Nar Goon North",9
"21868","Narbethong (Vic.)",0
"21869","Nareeb",0
"21870","Nareen",0
"21871","Nareewillock",0
"21872","Nariel Valley",0
"21873","Naring",0
"21874","Naringal",0
"21875","Naringal East",0
"21876","Naroghid",0
"21877","Narracan",0
"21878","Narraport",0
"21879","Narrapumelap South",0
"21880","Narrawong",0
"21881","Narre Warren",717
"21882","Narre Warren East",16
"21883","Narre Warren North",334
"21884","Narre Warren South",964
"21885","Narrung (Vic.)",0
"21886","Nathalia",10
"21887","Natimuk",0
"21888","Natte Yallock",0
"21889","Natya",0
"21890","Navarre",0
"21891","Navigators",7
"21892","Nayook",0
"21893","Neds Corner",0
"21894","Neereman",0
"21895","Neerim",3
"21896","Neerim East",0
"21897","Neerim Junction",0
"21898","Neerim North",0
"21899","Neerim South",10
"21900","Neilborough",0
"21901","Nelse",0
"21902","Nelson (Vic.)",0
"21903","Nerrena",3
"21904","Nerrin Nerrin",0
"21905","Nerrina",19
"21906","Nerring",0
"21907","Netherby (Vic.)",0
"21908","Neuarpurr",0
"21909","New Gisborne",60
"21910","Newborough",69
"21911","Newbridge (Vic.)",0
"21912","Newbury",0
"21913","Newcomb",90
"21914","Newfield",0
"21915","Newham",3
"21916","Newhaven",0
"21917","Newington (Vic.)",43
"21918","Newlands Arm",0
"21919","Newlyn",0
"21920","Newlyn North",0
"21921","Newmerella",0
"21922","Newport (Vic.)",333
"21923","Newry",4
"21924","Newstead (Vic.)",7
"21925","Newtown (Golden Plains - Vic.)",0
"21926","Newtown (Greater Geelong - Vic.)",338
"21927","Nhill",13
"21928","Nichols Point",9
"21929","Nicholson (Vic.)",7
"21930","Niddrie",177
"21931","Nilma",7
"21932","Nilma North",7
"21933","Ninda",0
"21934","Nine Mile (Vic.)",0
"21935","Nintingbool",4
"21936","Ninyeunook",0
"21937","Nirranda",0
"21938","Nirranda East",0
"21939","Nirranda South",0
"21940","Noble Park",1047
"21941","Noble Park North",218
"21942","Noojee",0
"21943","Noorat",4
"21944","Noorat East",0
"21945","Noorinbee",0
"21946","Noorinbee North",0
"21947","Noradjuha",0
"21948","Norlane",89
"21949","Normanville (Vic.)",0
"21950","Norong",3
"21951","North Bendigo",83
"21952","North Blackwood",0
"21953","North Geelong",46
"21954","North Melbourne",2424
"21955","North Shore (Vic.)",0
"21956","North Wangaratta",0
"21957","North Warrandyte",121
"21958","North Wonthaggi",14
